end_time,upper_back,lower_back,left_pelvis,right_pelvis,left_butt,right_butt,left_upper_thigh,right_upper_thigh,left_lower_thigh,right_lower_thigh,overall_rating,total_rating,normalized_rating,zscore_rating,minmax_rating,start_time,break_time,subject
11/4/2024 13:20,2,2,2,2,2,2,2,2,2,2,2,20,1,1.732,0.345,11/4/2024 13:01,0,A173
11/4/2024 13:40,2,2,2,2,2,2,2,2,2,2,2,20,1,1.732,0.345,11/4/2024 13:20,0,A173
11/4/2024 14:01,2,2,2,2,2,2,2,2,2,2,2,20,1,1.732,0.345,11/4/2024 13:40,0,A173
11/4/2024 14:21,2,2,2,2,2,2,2,2,2,2,2,20,1,1.732,0.345,11/4/2024 14:01,0,A173
11/4/2024 14:26,2,2,2,2,2,2,2,2,2,2,2,20,1,1.732,0.345,11/4/2024 14:21,1,A173
11/4/2024 14:47,3,3,3,3,3,3,3,3,3,3,3,30,2,4.041,0.69,11/4/2024 14:26,0,A173
11/4/2024 15:06,3,3,3,3,3,3,3,3,3,3,3,30,2,4.041,0.69,11/4/2024 14:47,0,A173
11/4/2024 15:26,3,3,3,3,3,3,3,3,3,3,3,30,2,4.041,0.69,11/4/2024 15:06,0,A173
11/4/2024 15:47,3,3,4,4,3,3,3,3,3,3,3,32,2.2,4.503,0.759,11/4/2024 15:26,0,A173
11/4/2024 16:06,3,3,4,4,3,3,3,3,3,3,3,32,2.2,4.503,0.759,11/4/2024 15:47,0,A173
11/4/2024 16:27,3,3,4,4,3,3,3,3,3,3,4,32,2.2,4.503,0.759,11/4/2024 16:06,0,A173
11/4/2024 16:33,3,3,4,4,3,3,4,4,3,3,4,34,2.4,4.965,0.828,11/4/2024 16:27,1,A173
11/4/2024 16:53,3,3,4,4,3,3,4,4,3,3,4,34,2.4,4.965,0.828,11/4/2024 16:33,0,A173
11/4/2024 17:13,3,4,4,4,3,3,4,4,3,3,4,35,2.5,5.196,0.862,11/4/2024 16:53,0,A173
11/4/2024 17:33,3,4,4,4,3,3,4,4,3,3,4,35,2.5,5.196,0.862,11/4/2024 17:13,0,A173
11/4/2024 17:53,3,4,4,4,3,3,4,4,3,3,4,35,2.5,5.196,0.862,11/4/2024 17:33,0,A173
11/4/2024 18:13,3,4,5,5,3,3,4,4,3,3,4,37,2.7,5.658,0.931,11/4/2024 17:53,0,A173
11/4/2024 18:33,3,4,5,5,4,4,4,4,3,3,4,39,2.9,6.12,1,11/4/2024 18:13,0,A173
11/4/2024 12:17,3,3,3,3,2,2,2,2,2,2,3,24,1,1.732,0.267,,0,A172
11/4/2024 12:37,3,3,2,2,2,2,2,2,2,2,3,22,0,-0.577,0.133,11/4/2024 12:17,0,A172
11/4/2024 13:01,3,3,2,2,2,2,2,2,2,2,3,22,0,-0.577,0.133,11/4/2024 12:37,0,A172
11/4/2024 13:16,3,3,2,2,2,2,2,2,2,2,3,22,0,-0.577,0.133,11/4/2024 13:01,0,A172
11/4/2024 13:36,3,3,3,2,2,2,2,2,2,2,3,23,0.5,0.577,0.2,11/4/2024 13:16,0,A172
11/4/2024 13:57,3,3,3,3,3,3,2,2,2,2,3,26,2,4.041,0.4,11/4/2024 13:36,0,A172
11/4/2024 14:17,2,3,3,3,3,3,2,2,2,2,3,25,1.5,2.887,0.333,11/4/2024 13:57,0,A172
11/4/2024 14:23,2,2,2,2,2,2,2,2,2,2,2,20,-1,-2.887,0,11/4/2024 14:17,1,A172
11/4/2024 14:43,2,2,2,2,2,2,2,2,3,3,3,22,0,-0.577,0.133,11/4/2024 14:23,0,A172
11/4/2024 15:02,2,3,3,3,3,3,2,2,2,2,3,25,1.5,2.887,0.333,11/4/2024 14:43,0,A172
11/4/2024 15:22,2,3,3,3,3,3,2,2,2,2,3,25,1.5,2.887,0.333,11/4/2024 15:02,0,A172
11/4/2024 15:43,3,3,3,3,3,3,2,2,3,3,3,28,3,6.351,0.533,11/4/2024 15:22,0,A172
11/4/2024 16:02,3,3,3,3,3,3,2,2,3,3,3,28,3,6.351,0.533,11/4/2024 15:43,0,A172
11/4/2024 16:23,3,4,3,3,3,3,2,2,3,3,3,29,3.5,7.506,0.6,11/4/2024 16:02,0,A172
11/4/2024 16:28,2,3,2,2,3,3,2,2,2,2,3,23,0.5,0.577,0.2,11/4/2024 16:23,1,A172
11/4/2024 16:49,2,3,3,3,3,2,2,2,2,2,3,24,1,1.732,0.267,11/4/2024 16:28,0,A172
11/4/2024 17:09,2,3,3,3,3,3,3,3,4,4,3,31,4.5,9.815,0.733,11/4/2024 16:49,0,A172
11/4/2024 17:29,3,3,3,3,3,3,3,3,4,4,3,32,5,10.97,0.8,11/4/2024 17:09,0,A172
11/4/2024 17:49,3,4,4,3,3,3,3,3,4,4,3,34,6,13.279,0.933,11/4/2024 17:29,0,A172
11/4/2024 18:09,3,4,4,4,3,3,3,3,3,3,3,33,5.5,12.124,0.867,11/4/2024 17:49,0,A172
11/4/2024 18:29,3,4,4,4,3,3,3,3,4,4,4,35,6.5,14.434,1,11/4/2024 18:09,0,A172
10/19/2024 12:48,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,,0,A171
10/19/2024 13:09,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 12:48,0,A171
10/19/2024 13:29,1,1,1,1,2,1,1,1,1,1,1,11,0.5,0.302,0.5,10/19/2024 13:09,0,A171
10/19/2024 13:49,1,1,2,1,2,1,1,1,1,1,1,12,1,1.508,1,10/19/2024 13:29,0,A171
10/19/2024 14:09,1,1,2,1,2,1,1,1,1,1,1,12,1,1.508,1,10/19/2024 13:49,0,A171
10/19/2024 14:29,1,1,2,1,2,1,1,1,1,1,2,12,1,1.508,1,10/19/2024 14:09,0,A171
10/19/2024 14:48,1,1,2,1,2,1,1,1,1,1,2,12,1,1.508,1,10/19/2024 14:29,0,A171
10/19/2024 14:54,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 14:48,1,A171
10/19/2024 15:14,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 14:54,0,A171
10/19/2024 15:34,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 15:14,0,A171
10/19/2024 15:54,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 15:34,0,A171
10/19/2024 16:14,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 15:54,0,A171
10/19/2024 16:34,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 16:14,0,A171
10/19/2024 16:54,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 16:34,0,A171
10/19/2024 17:00,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/19/2024 16:54,1,A171
10/19/2024 17:20,1,1,2,1,1,1,1,1,1,1,1,11,0.5,0.302,0.5,10/19/2024 17:00,0,A171
10/19/2024 17:40,1,1,2,1,2,1,1,1,1,1,2,12,1,1.508,1,10/19/2024 17:20,0,A171
10/19/2024 18:00,1,1,2,1,2,1,1,1,1,1,2,12,1,1.508,1,10/19/2024 17:40,0,A171
10/19/2024 18:20,1,1,2,1,2,1,1,1,1,1,2,12,1,1.508,1,10/19/2024 18:00,0,A171
10/19/2024 18:40,1,1,2,1,2,1,1,1,1,1,2,12,1,1.508,1,10/19/2024 18:20,0,A171
10/19/2024 19:00,1,1,2,1,2,1,1,1,1,1,2,12,1,1.508,1,10/19/2024 18:40,0,A171
10/19/2024 12:59,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A170
10/19/2024 13:22,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/19/2024 12:59,0,A170
10/19/2024 13:40,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/19/2024 13:22,0,A170
10/19/2024 14:01,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/19/2024 13:40,0,A170
10/19/2024 14:22,1,2,2,2,1,1,1,1,1,1,2,13,0.333,3,0.333,10/19/2024 14:01,0,A170
10/19/2024 14:41,1,2,2,2,1,1,1,1,1,1,2,13,0.333,3,0.333,10/19/2024 14:22,0,A170
10/19/2024 15:00,1,2,2,2,1,1,1,1,1,1,2,13,0.333,3,0.333,10/19/2024 14:41,0,A170
10/19/2024 15:08,1,2,2,2,1,1,1,1,1,1,2,13,0.333,3,0.333,10/19/2024 15:00,1,A170
10/19/2024 15:28,1,2,2,2,1,1,1,1,1,1,2,13,0.333,3,0.333,10/19/2024 15:08,0,A170
10/19/2024 15:48,1,2,2,2,1,1,1,1,1,1,2,13,0.333,3,0.333,10/19/2024 15:28,0,A170
10/19/2024 16:09,1,2,2,2,2,2,1,1,1,1,2,15,0.556,5,0.556,10/19/2024 15:48,0,A170
10/19/2024 16:31,1,2,3,3,2,2,1,1,1,1,3,17,0.778,7,0.778,10/19/2024 16:09,0,A170
10/19/2024 16:48,1,2,3,3,1,1,1,1,1,1,3,15,0.556,5,0.556,10/19/2024 16:31,0,A170
10/19/2024 17:08,1,2,3,3,1,1,1,1,1,1,3,15,0.556,5,0.556,10/19/2024 16:48,0,A170
10/19/2024 17:16,1,2,3,3,1,1,1,1,1,1,3,15,0.556,5,0.556,10/19/2024 17:08,1,A170
10/19/2024 17:36,1,2,3,3,1,1,1,1,1,1,3,15,0.556,5,0.556,10/19/2024 17:16,0,A170
10/19/2024 17:58,1,2,3,3,1,1,1,1,1,1,3,15,0.556,5,0.556,10/19/2024 17:36,0,A170
10/19/2024 18:16,1,2,3,3,1,1,1,1,1,1,3,15,0.556,5,0.556,10/19/2024 17:58,0,A170
10/19/2024 18:37,1,2,3,3,2,2,1,1,1,1,3,17,0.778,7,0.778,10/19/2024 18:16,0,A170
10/19/2024 18:57,2,3,3,3,1,1,1,1,1,1,3,17,0.778,7,0.778,10/19/2024 18:37,0,A170
10/19/2024 19:16,2,3,3,3,2,2,1,1,1,1,3,19,1,9,1,10/19/2024 18:57,0,A170
10/19/2024 12:49,1,1,1,1,1,1,1,1,1,1,1,10,0,-1,0,,0,A169
10/19/2024 13:10,1,1,1,1,1,1,1,1,1,1,1,10,0,-1,0,10/19/2024 12:49,0,A169
10/19/2024 13:30,1,1,1,1,1,1,1,1,2,2,1,12,1,1,0.182,10/19/2024 13:10,0,A169
10/19/2024 13:49,1,1,1,1,1,1,1,1,2,2,1,12,1,1,0.182,10/19/2024 13:30,0,A169
10/19/2024 14:09,1,1,1,1,1,1,2,1,1,2,1,12,1,1,0.182,10/19/2024 13:49,0,A169
10/19/2024 14:29,1,1,1,1,1,2,1,1,2,2,1,13,1.5,2,0.273,10/19/2024 14:09,0,A169
10/19/2024 14:48,1,1,1,1,2,2,1,1,2,2,1,14,2,3,0.364,10/19/2024 14:29,0,A169
10/19/2024 14:55,1,1,1,1,1,1,1,1,1,1,1,10,0,-1,0,10/19/2024 14:48,1,A169
10/19/2024 15:14,1,1,1,1,1,1,1,1,2,2,1,12,1,1,0.182,10/19/2024 14:55,0,A169
10/19/2024 15:35,1,1,1,1,2,2,1,1,2,2,1,14,2,3,0.364,10/19/2024 15:14,0,A169
10/19/2024 15:55,1,1,1,1,2,2,2,2,3,3,2,18,4,7,0.727,10/19/2024 15:35,0,A169
10/19/2024 16:15,1,1,1,1,2,2,2,2,3,3,2,18,4,7,0.727,10/19/2024 15:55,0,A169
10/19/2024 16:35,1,1,1,1,2,2,2,2,3,3,2,18,4,7,0.727,10/19/2024 16:15,0,A169
10/19/2024 16:54,1,1,1,1,2,2,1,1,2,2,2,14,2,3,0.364,10/19/2024 16:35,0,A169
10/19/2024 17:00,1,1,1,1,1,1,1,1,1,1,1,10,0,-1,0,10/19/2024 16:54,1,A169
10/19/2024 17:21,1,1,1,1,2,2,1,1,2,2,2,14,2,3,0.364,10/19/2024 17:00,0,A169
10/19/2024 17:41,1,1,1,1,2,2,1,1,2,2,2,14,2,3,0.364,10/19/2024 17:21,0,A169
10/19/2024 18:00,1,1,1,1,2,2,1,1,2,2,2,14,2,3,0.364,10/19/2024 17:41,0,A169
10/19/2024 18:21,1,1,1,1,2,2,2,2,3,2,2,17,3.5,6,0.636,10/19/2024 18:00,0,A169
10/19/2024 18:41,1,1,1,1,2,4,2,2,3,3,3,20,5,9,0.909,10/19/2024 18:21,0,A169
10/19/2024 19:01,1,1,1,1,3,4,2,2,3,3,3,21,5.5,10,1,10/19/2024 18:41,0,A169
10/19/2024 12:19,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,,0,A168
10/19/2024 12:39,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,10/19/2024 12:19,0,A168
10/19/2024 13:00,2,1,1,1,1,1,1,1,1,1,1,11,0.333,0,0.125,10/19/2024 12:39,0,A168
10/19/2024 13:20,1,2,1,1,2,2,1,1,1,1,2,13,1,1.633,0.375,10/19/2024 13:00,0,A168
10/19/2024 13:40,2,2,2,2,2,2,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 13:20,0,A168
10/19/2024 14:00,2,2,2,2,2,2,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 13:40,0,A168
10/19/2024 14:19,2,2,2,2,2,2,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 14:00,0,A168
10/19/2024 14:25,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,10/19/2024 14:19,1,A168
10/19/2024 14:46,2,2,2,2,1,1,1,1,1,1,2,14,1.333,2.449,0.5,10/19/2024 14:25,0,A168
10/19/2024 15:05,2,2,2,2,2,2,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 14:46,0,A168
10/19/2024 15:25,2,2,2,2,2,2,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 15:05,0,A168
10/19/2024 15:46,2,2,2,2,2,2,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 15:25,0,A168
10/19/2024 16:06,2,2,2,2,2,2,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 15:46,0,A168
10/19/2024 16:25,2,2,2,2,2,2,2,2,1,1,2,18,2.667,5.715,1,10/19/2024 16:06,0,A168
10/19/2024 16:31,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,10/19/2024 16:25,1,A168
10/19/2024 16:52,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,10/19/2024 16:31,0,A168
10/19/2024 17:12,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,10/19/2024 16:52,0,A168
10/19/2024 17:31,2,2,1,1,2,2,1,1,1,1,2,14,1.333,2.449,0.5,10/19/2024 17:12,0,A168
10/19/2024 17:52,1,1,2,2,3,3,1,1,1,1,2,16,2,4.082,0.75,10/19/2024 17:31,0,A168
10/19/2024 18:11,2,2,2,2,3,3,1,1,1,1,2,18,2.667,5.715,1,10/19/2024 17:52,0,A168
10/19/2024 18:31,2,2,2,2,3,3,1,1,1,1,2,18,2.667,5.715,1,10/19/2024 18:11,0,A168
10/18/2024 12:38,1,1,1,2,1,1,1,1,1,1,1,11,0,-0.577,0,,0,A167
10/18/2024 12:58,1,1,1,2,1,1,1,1,1,1,1,11,0,-0.577,0,10/18/2024 12:38,0,A167
10/18/2024 13:18,1,1,1,2,1,1,1,1,1,1,1,11,0,-0.577,0,10/18/2024 12:58,0,A167
10/18/2024 13:38,1,1,2,2,1,1,1,1,1,1,1,12,1,1.732,0.167,10/18/2024 13:18,0,A167
10/18/2024 13:57,1,1,2,2,1,1,1,1,1,1,1,12,1,1.732,0.167,10/18/2024 13:38,0,A167
10/18/2024 14:18,1,1,2,2,1,2,1,1,1,1,1,13,2,4.041,0.333,10/18/2024 13:57,0,A167
10/18/2024 14:38,1,1,2,2,1,2,1,1,1,1,1,13,2,4.041,0.333,10/18/2024 14:18,0,A167
10/18/2024 14:45,1,1,1,2,1,1,1,1,1,1,1,11,0,-0.577,0,10/18/2024 14:38,1,A167
10/18/2024 15:05,1,1,1,2,1,2,1,1,1,1,1,12,1,1.732,0.167,10/18/2024 14:45,0,A167
10/18/2024 15:25,1,1,1,2,1,2,1,1,1,1,1,12,1,1.732,0.167,10/18/2024 15:05,0,A167
10/18/2024 15:45,1,2,1,2,1,2,1,1,1,1,2,13,2,4.041,0.333,10/18/2024 15:25,0,A167
10/18/2024 16:05,1,2,1,3,1,2,1,1,1,1,3,14,3,6.351,0.5,10/18/2024 15:45,0,A167
10/18/2024 16:25,1,2,2,3,1,2,1,1,1,1,3,15,4,8.66,0.667,10/18/2024 16:05,0,A167
10/18/2024 16:45,1,2,2,3,1,2,1,1,1,1,3,15,4,8.66,0.667,10/18/2024 16:25,0,A167
10/18/2024 16:52,1,1,1,2,1,1,1,1,1,1,1,11,0,-0.577,0,10/18/2024 16:45,1,A167
10/18/2024 17:12,1,1,1,2,1,2,1,1,1,1,1,12,1,1.732,0.167,10/18/2024 16:52,0,A167
10/18/2024 17:31,1,2,1,3,1,2,1,1,1,1,3,14,3,6.351,0.5,10/18/2024 17:12,0,A167
10/18/2024 17:51,1,2,1,3,1,2,1,1,1,1,3,14,3,6.351,0.5,10/18/2024 17:31,0,A167
10/18/2024 18:11,1,2,2,3,2,2,1,1,1,1,3,16,5,10.97,0.833,10/18/2024 17:51,0,A167
10/18/2024 18:31,1,2,2,3,2,2,1,1,1,1,3,16,5,10.97,0.833,10/18/2024 18:11,0,A167
10/18/2024 18:51,1,2,3,3,2,2,1,1,1,1,4,17,6,13.279,1,10/18/2024 18:31,0,A167
10/18/2024 12:39,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A166
10/18/2024 12:58,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/18/2024 12:39,0,A166
10/18/2024 13:18,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/18/2024 12:58,0,A166
10/18/2024 13:38,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/18/2024 13:18,0,A166
10/18/2024 13:59,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/18/2024 13:38,0,A166
10/18/2024 14:18,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/18/2024 13:59,0,A166
10/18/2024 14:38,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/18/2024 14:18,0,A166
10/18/2024 14:45,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/18/2024 14:38,1,A166
10/18/2024 15:05,2,1,1,1,1,1,1,1,1,1,1,11,0.2,1,0.2,10/18/2024 14:45,0,A166
10/18/2024 15:25,2,1,1,1,1,1,1,1,1,1,1,11,0.2,1,0.2,10/18/2024 15:05,0,A166
10/18/2024 15:46,2,1,1,1,1,1,1,1,1,1,1,11,0.2,1,0.2,10/18/2024 15:25,0,A166
10/18/2024 16:05,2,1,1,1,1,1,1,1,1,1,1,11,0.2,1,0.2,10/18/2024 15:46,0,A166
10/18/2024 16:25,2,1,1,1,1,1,1,1,1,1,1,11,0.2,1,0.2,10/18/2024 16:05,0,A166
10/18/2024 16:44,2,1,1,1,1,1,1,1,1,1,2,11,0.2,1,0.2,10/18/2024 16:25,0,A166
10/18/2024 16:51,2,1,1,1,1,1,1,1,1,1,2,11,0.2,1,0.2,10/18/2024 16:44,1,A166
10/18/2024 17:11,2,1,1,1,1,1,1,1,1,1,2,11,0.2,1,0.2,10/18/2024 16:51,0,A166
10/18/2024 17:31,2,1,1,1,1,1,1,1,1,1,2,11,0.2,1,0.2,10/18/2024 17:11,0,A166
10/18/2024 17:51,3,1,1,1,1,1,1,1,1,1,3,12,0.4,2,0.4,10/18/2024 17:31,0,A166
10/18/2024 18:11,3,2,1,1,1,1,1,1,1,1,3,13,0.6,3,0.6,10/18/2024 17:51,0,A166
10/18/2024 18:31,3,2,2,2,1,1,1,1,1,1,3,15,1,5,1,10/18/2024 18:11,0,A166
10/18/2024 18:51,3,2,2,2,1,1,1,1,1,1,3,15,1,5,1,10/18/2024 18:31,0,A166
10/14/2024 12:58,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,,0,A165
10/14/2024 13:18,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 12:58,0,A165
10/14/2024 13:38,1,1,1,3,1,1,1,1,1,1,2,12,1,1.508,1,10/14/2024 13:18,0,A165
10/14/2024 13:58,1,1,1,2,1,1,1,1,1,1,1,11,0.5,0.302,0.5,10/14/2024 13:38,0,A165
10/14/2024 14:20,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 13:58,0,A165
10/14/2024 14:39,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 14:20,0,A165
10/14/2024 14:58,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 14:39,0,A165
10/14/2024 15:04,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 14:58,1,A165
10/14/2024 15:24,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 15:04,0,A165
10/14/2024 15:44,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 15:24,0,A165
10/14/2024 16:04,1,1,1,1,2,2,1,1,1,1,1,12,1,1.508,1,10/14/2024 15:44,0,A165
10/14/2024 16:24,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 16:04,0,A165
10/14/2024 16:44,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 16:24,0,A165
10/14/2024 17:04,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 16:44,0,A165
10/14/2024 17:09,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 17:04,1,A165
10/14/2024 17:29,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 17:09,0,A165
10/14/2024 17:49,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 17:29,0,A165
10/14/2024 18:09,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 17:49,0,A165
10/14/2024 18:29,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 18:09,0,A165
10/14/2024 18:49,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 18:29,0,A165
10/14/2024 19:09,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.905,0,10/14/2024 18:49,0,A165
10/14/2024 13:00,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,,0,A164
10/14/2024 13:20,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,10/14/2024 13:00,0,A164
10/14/2024 13:40,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,10/14/2024 13:20,0,A164
10/14/2024 14:00,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 13:40,0,A164
10/14/2024 14:20,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 14:00,0,A164
10/14/2024 14:40,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 14:20,0,A164
10/14/2024 14:59,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 14:40,0,A164
10/14/2024 15:06,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 14:59,1,A164
10/14/2024 15:26,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 15:06,0,A164
10/14/2024 15:46,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 15:26,0,A164
10/14/2024 16:06,1,2,1,1,1,2,1,1,1,2,2,13,1,1.732,0.5,10/14/2024 15:46,0,A164
10/14/2024 16:26,1,3,1,1,1,2,1,1,1,2,2,14,1.333,2.502,0.667,10/14/2024 16:06,0,A164
10/14/2024 16:46,1,3,1,1,1,2,1,1,1,2,3,14,1.333,2.502,0.667,10/14/2024 16:26,0,A164
10/14/2024 17:06,1,3,1,1,2,2,1,1,1,2,3,15,1.667,3.272,0.833,10/14/2024 16:46,0,A164
10/14/2024 17:12,1,3,1,1,2,2,1,1,1,2,3,15,1.667,3.272,0.833,10/14/2024 17:06,1,A164
10/14/2024 17:32,1,3,1,1,2,2,1,1,1,2,3,15,1.667,3.272,0.833,10/14/2024 17:12,0,A164
10/14/2024 17:52,1,3,1,1,2,2,1,1,2,2,3,16,2,4.041,1,10/14/2024 17:32,0,A164
10/14/2024 18:12,1,3,1,1,2,2,1,1,2,2,3,16,2,4.041,1,10/14/2024 17:52,0,A164
10/14/2024 18:32,1,3,1,1,2,2,1,1,2,2,3,16,2,4.041,1,10/14/2024 18:12,0,A164
10/14/2024 18:52,1,3,1,1,2,2,1,1,2,2,3,16,2,4.041,1,10/14/2024 18:32,0,A164
10/14/2024 19:12,1,3,1,1,2,2,1,1,2,2,3,16,2,4.041,1,10/14/2024 18:52,0,A164
10/14/2024 12:57,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A163
10/14/2024 13:17,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 12:57,0,A163
10/14/2024 13:37,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 13:17,0,A163
10/14/2024 13:58,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 13:37,0,A163
10/14/2024 14:17,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 13:58,0,A163
10/14/2024 14:39,1,1,1,1,2,2,2,2,1,1,2,14,1,4,1,10/14/2024 14:17,0,A163
10/14/2024 14:58,1,1,1,1,1,1,2,2,1,1,1,12,0.5,2,0.5,10/14/2024 14:39,0,A163
10/14/2024 15:05,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 14:58,1,A163
10/14/2024 15:24,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 15:05,0,A163
10/14/2024 15:45,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 15:24,0,A163
10/14/2024 16:05,1,1,1,1,2,2,1,1,1,1,1,12,0.5,2,0.5,10/14/2024 15:45,0,A163
10/14/2024 16:25,1,1,1,1,2,2,1,1,1,1,1,12,0.5,2,0.5,10/14/2024 16:05,0,A163
10/14/2024 16:45,1,1,1,1,2,2,1,1,1,1,1,12,0.5,2,0.5,10/14/2024 16:25,0,A163
10/14/2024 17:05,1,1,1,1,2,2,2,2,1,1,1,14,1,4,1,10/14/2024 16:45,0,A163
10/14/2024 17:12,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/14/2024 17:05,1,A163
10/14/2024 17:32,1,1,1,1,2,2,1,1,1,1,1,12,0.5,2,0.5,10/14/2024 17:12,0,A163
10/14/2024 17:52,1,1,1,1,2,2,2,2,1,1,2,14,1,4,1,10/14/2024 17:32,0,A163
10/14/2024 18:11,1,1,1,1,2,2,2,2,1,1,2,14,1,4,1,10/14/2024 17:52,0,A163
10/14/2024 18:31,1,1,1,1,2,2,2,2,1,1,2,14,1,4,1,10/14/2024 18:11,0,A163
10/14/2024 18:51,1,1,1,1,2,2,2,2,1,1,2,14,1,4,1,10/14/2024 18:31,0,A163
10/14/2024 19:11,1,1,1,1,2,2,2,2,1,1,2,14,1,4,1,10/14/2024 18:51,0,A163
10/12/2024 12:54,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A162
10/12/2024 13:15,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/12/2024 12:54,0,A162
10/12/2024 13:34,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/12/2024 13:15,0,A162
10/12/2024 13:54,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,10/12/2024 13:34,0,A162
