end_time,upper_back,lower_back,left_pelvis,right_pelvis,left_butt,right_butt,left_upper_thigh,right_upper_thigh,left_lower_thigh,right_lower_thigh,overall_rating,total_rating,normalized_rating,zscore_rating,minmax_rating,start_time,break_time,subject
12/30/2024 12:19,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A212
12/30/2024 12:39,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 12:19,0,A212
12/30/2024 12:59,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 12:39,0,A212
12/30/2024 13:19,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 12:59,0,A212
12/30/2024 13:39,1,1,1,1,2,2,1,1,1,1,2,12,1,2,1,12/30/2024 13:19,0,A212
12/30/2024 13:59,1,1,2,2,1,1,1,1,1,1,2,12,1,2,1,12/30/2024 13:39,0,A212
12/30/2024 14:18,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 13:59,0,A212
12/30/2024 14:24,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 14:18,1,A212
12/30/2024 14:44,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 14:24,0,A212
12/30/2024 15:04,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 14:44,0,A212
12/30/2024 15:24,1,1,1,1,2,2,1,1,1,1,2,12,1,2,1,12/30/2024 15:04,0,A212
12/30/2024 15:44,1,1,1,1,2,2,1,1,1,1,2,12,1,2,1,12/30/2024 15:24,0,A212
12/30/2024 16:04,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 15:44,0,A212
12/30/2024 16:24,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 16:04,0,A212
12/30/2024 16:29,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 16:24,1,A212
12/30/2024 16:49,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 16:29,0,A212
12/30/2024 17:09,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/30/2024 16:49,0,A212
12/30/2024 17:29,1,1,1,1,2,2,1,1,1,1,2,12,1,2,1,12/30/2024 17:09,0,A212
12/30/2024 17:49,1,1,1,1,2,2,1,1,1,1,2,12,1,2,1,12/30/2024 17:29,0,A212
12/30/2024 18:09,1,1,1,1,2,2,1,1,1,1,2,12,1,2,1,12/30/2024 17:49,0,A212
12/30/2024 18:29,1,1,1,1,2,2,1,1,1,1,2,12,1,2,1,12/30/2024 18:09,0,A212
12/30/2024 12:54,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,,0,A211
12/30/2024 13:15,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.816,0,12/30/2024 12:54,0,A211
12/30/2024 13:35,2,2,1,1,1,1,1,1,1,1,1,12,0.333,0,0.133,12/30/2024 13:15,0,A211
12/30/2024 13:55,2,2,1,1,1,1,1,1,3,3,2,16,1,1.633,0.4,12/30/2024 13:35,0,A211
12/30/2024 14:15,3,2,3,3,1,1,1,1,3,3,3,21,1.833,3.674,0.733,12/30/2024 13:55,0,A211
12/30/2024 14:35,3,3,3,3,1,1,1,1,4,4,3,24,2.333,4.899,0.933,12/30/2024 14:15,0,A211
12/30/2024 14:55,4,4,3,4,1,1,1,1,3,3,3,25,2.5,5.307,1,12/30/2024 14:35,0,A211
12/30/2024 15:02,2,2,2,2,1,1,1,1,3,3,2,18,1.333,2.449,0.533,12/30/2024 14:55,1,A211
12/30/2024 15:22,2,2,2,2,1,1,1,1,2,2,2,16,1,1.633,0.4,12/30/2024 15:02,0,A211
12/30/2024 15:42,3,3,2,2,1,1,1,1,3,2,3,19,1.5,2.858,0.6,12/30/2024 15:22,0,A211
12/30/2024 16:02,3,3,2,2,1,1,1,1,3,3,3,20,1.667,3.266,0.667,12/30/2024 15:42,0,A211
12/30/2024 16:22,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 16:02,0,A211
12/30/2024 16:42,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 16:22,0,A211
12/30/2024 17:02,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 16:42,0,A211
12/30/2024 17:08,2,2,1,1,1,1,1,1,2,2,2,14,0.667,0.816,0.267,12/30/2024 17:02,1,A211
12/30/2024 17:28,3,3,2,2,1,1,1,1,3,3,3,20,1.667,3.266,0.667,12/30/2024 17:08,0,A211
12/30/2024 17:48,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 17:28,0,A211
12/30/2024 18:08,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 17:48,0,A211
12/30/2024 18:28,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 18:08,0,A211
12/30/2024 18:48,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 18:28,0,A211
12/30/2024 19:08,3,3,3,3,1,1,1,1,3,3,3,22,2,4.082,0.8,12/30/2024 18:48,0,A211
12/28/2024 12:17,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A210
12/28/2024 12:37,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 12:17,0,A210
12/28/2024 12:58,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 12:37,0,A210
12/28/2024 13:17,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 12:58,0,A210
12/28/2024 13:37,3,4,3,3,3,3,2,2,2,2,2,27,0.531,17,0.531,12/28/2024 13:17,0,A210
12/28/2024 13:57,4,5,3,3,4,4,2,2,2,2,4,31,0.656,21,0.656,12/28/2024 13:37,0,A210
12/28/2024 14:17,5,5,4,4,3,3,4,4,4,4,4,40,0.938,30,0.938,12/28/2024 13:57,0,A210
12/28/2024 14:24,2,2,2,2,1,1,1,1,1,1,2,14,0.125,4,0.125,12/28/2024 14:17,1,A210
12/28/2024 14:44,5,5,4,4,3,3,3,3,3,3,4,36,0.812,26,0.812,12/28/2024 14:24,0,A210
12/28/2024 15:04,5,5,4,4,4,4,4,4,4,4,4,42,1,32,1,12/28/2024 14:44,0,A210
12/28/2024 15:24,5,5,4,4,4,4,3,3,3,3,4,38,0.875,28,0.875,12/28/2024 15:04,0,A210
12/28/2024 15:44,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 15:24,0,A210
12/28/2024 16:04,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 15:44,0,A210
12/28/2024 16:23,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 16:04,0,A210
12/28/2024 16:29,3,3,3,3,3,3,3,3,3,3,3,30,0.625,20,0.625,12/28/2024 16:23,1,A210
12/28/2024 16:50,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 16:29,0,A210
12/28/2024 17:10,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 16:50,0,A210
12/28/2024 17:30,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 17:10,0,A210
12/28/2024 17:50,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 17:30,0,A210
12/28/2024 18:10,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 17:50,0,A210
12/28/2024 18:29,5,5,5,5,4,4,3,3,3,3,5,40,0.938,30,0.938,12/28/2024 18:10,0,A210
12/28/2024 12:39,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,,0,A209
12/28/2024 12:59,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/28/2024 12:39,0,A209
12/28/2024 13:19,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/28/2024 12:59,0,A209
12/28/2024 13:39,1,1,1,1,2,1,1,1,1,1,1,11,1,1.732,0.034,12/28/2024 13:19,0,A209
12/28/2024 14:00,1,1,1,1,2,2,2,2,2,2,1,16,6,13.279,0.207,12/28/2024 13:39,0,A209
12/28/2024 14:20,1,1,1,1,2,1,2,1,1,1,1,12,2,4.041,0.069,12/28/2024 14:00,0,A209
12/28/2024 14:39,1,1,1,1,1,1,2,1,1,1,1,11,1,1.732,0.034,12/28/2024 14:20,0,A209
12/28/2024 14:45,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/28/2024 14:39,1,A209
12/28/2024 15:05,1,1,1,1,2,2,2,1,1,1,2,13,3,6.351,0.103,12/28/2024 14:45,0,A209
12/28/2024 15:25,1,1,1,1,3,2,2,2,1,1,2,15,5,10.97,0.172,12/28/2024 15:05,0,A209
12/28/2024 15:46,1,1,2,2,2,2,2,1,1,1,2,15,5,10.97,0.172,12/28/2024 15:25,0,A209
12/28/2024 16:05,1,1,1,1,2,2,2,2,1,1,2,14,4,8.66,0.138,12/28/2024 15:46,0,A209
12/28/2024 16:27,1,1,1,1,2,2,2,2,1,1,1,14,4,8.66,0.138,12/28/2024 16:05,0,A209
12/28/2024 16:45,1,1,2,2,3,3,2,2,2,2,2,20,10,22.517,0.345,12/28/2024 16:27,0,A209
12/28/2024 16:51,1,1,1,1,2,2,2,2,2,2,2,16,6,13.279,0.207,12/28/2024 16:45,1,A209
12/28/2024 17:11,1,1,1,1,2,2,2,2,1,1,2,14,4,8.66,0.138,12/28/2024 16:51,0,A209
12/28/2024 17:31,1,1,2,1,3,3,2,2,1,2,2,18,8,17.898,0.276,12/28/2024 17:11,0,A209
12/28/2024 17:51,1,1,2,2,3,3,1,2,2,1,2,18,8,17.898,0.276,12/28/2024 17:31,0,A209
12/28/2024 18:11,2,2,3,3,4,4,3,3,3,3,3,30,20,45.611,0.69,12/28/2024 17:51,0,A209
12/28/2024 18:32,2,3,4,4,5,5,4,4,4,4,4,39,29,66.395,1,12/28/2024 18:11,0,A209
12/28/2024 18:52,2,2,3,3,5,5,4,4,4,4,4,36,26,59.467,0.897,12/28/2024 18:32,0,A209
12/28/2024 12:29,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A208
12/28/2024 12:48,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 12:29,0,A208
12/28/2024 13:08,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 12:48,0,A208
12/28/2024 13:29,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 13:08,0,A208
12/28/2024 13:48,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 13:29,0,A208
12/28/2024 14:08,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 13:48,0,A208
12/28/2024 14:28,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 14:08,0,A208
12/28/2024 14:34,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 14:28,1,A208
12/28/2024 14:55,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 14:34,0,A208
12/28/2024 15:15,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 14:55,0,A208
12/28/2024 15:35,2,1,1,1,1,1,1,1,1,1,1,11,1,1,1,12/28/2024 15:15,0,A208
12/28/2024 15:55,2,1,1,1,1,1,1,1,1,1,1,11,1,1,1,12/28/2024 15:35,0,A208
12/28/2024 16:15,2,1,1,1,1,1,1,1,1,1,1,11,1,1,1,12/28/2024 15:55,0,A208
12/28/2024 16:35,2,1,1,1,1,1,1,1,1,1,1,11,1,1,1,12/28/2024 16:15,0,A208
12/28/2024 16:40,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 16:35,1,A208
12/28/2024 17:00,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 16:40,0,A208
12/28/2024 17:20,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 17:00,0,A208
12/28/2024 17:40,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 17:20,0,A208
12/28/2024 18:02,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 17:40,0,A208
12/28/2024 18:20,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 18:02,0,A208
12/28/2024 18:40,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/28/2024 18:20,0,A208
12/27/2024 12:53,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,,0,A207
12/27/2024 13:13,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/27/2024 12:53,0,A207
12/27/2024 13:33,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/27/2024 13:13,0,A207
12/27/2024 13:53,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/27/2024 13:33,0,A207
12/27/2024 14:13,1,2,1,1,2,2,1,1,2,1,2,14,0.154,4,0.154,12/27/2024 13:53,0,A207
12/27/2024 14:33,2,2,2,2,2,2,2,2,2,2,2,20,0.385,10,0.385,12/27/2024 14:13,0,A207
12/27/2024 14:53,2,2,2,2,2,2,2,2,2,2,2,20,0.385,10,0.385,12/27/2024 14:33,0,A207
12/27/2024 14:59,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/27/2024 14:53,1,A207
12/27/2024 15:19,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/27/2024 14:59,0,A207
12/27/2024 15:39,1,1,1,1,1,1,1,1,1,1,1,10,0,0,0,12/27/2024 15:19,0,A207
12/27/2024 15:59,1,1,2,2,2,2,1,1,1,1,1,14,0.154,4,0.154,12/27/2024 15:39,0,A207
12/27/2024 16:19,1,2,2,2,2,2,2,2,1,1,2,17,0.269,7,0.269,12/27/2024 15:59,0,A207
12/27/2024 16:39,2,3,3,3,2,2,2,2,1,1,2,21,0.423,11,0.423,12/27/2024 16:19,0,A207
12/27/2024 16:59,3,3,3,3,2,2,2,2,1,1,2,22,0.462,12,0.462,12/27/2024 16:39,0,A207
12/27/2024 17:04,2,2,2,2,2,2,1,1,1,1,2,16,0.231,6,0.231,12/27/2024 16:59,1,A207
12/27/2024 17:24,3,3,3,3,2,2,2,2,1,1,3,22,0.462,12,0.462,12/27/2024 17:04,0,A207
12/27/2024 17:44,3,3,3,3,3,3,2,2,2,2,3,26,0.615,16,0.615,12/27/2024 17:24,0,A207
12/27/2024 18:05,3,4,3,3,3,3,3,3,1,1,3,27,0.654,17,0.654,12/27/2024 17:44,0,A207
12/27/2024 18:25,4,4,4,4,3,3,3,3,3,3,4,34,0.923,24,0.923,12/27/2024 18:05,0,A207
12/27/2024 18:44,4,4,4,4,4,4,3,3,3,3,4,36,1,26,1,12/27/2024 18:25,0,A207
12/27/2024 19:04,4,4,4,4,4,4,3,3,3,3,4,36,1,26,1,12/27/2024 18:44,0,A207
12/27/2024 12:55,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,,0,A206
12/27/2024 13:15,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/27/2024 12:55,0,A206
12/27/2024 13:35,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/27/2024 13:15,0,A206
12/27/2024 13:55,1,1,1,2,1,1,1,1,1,2,1,12,1,1.732,0.4,12/27/2024 13:35,0,A206
12/27/2024 14:15,1,2,1,2,1,2,1,1,1,2,1,14,2,4.041,0.8,12/27/2024 13:55,0,A206
12/27/2024 14:35,1,2,1,2,1,2,1,1,1,2,2,14,2,4.041,0.8,12/27/2024 14:15,0,A206
12/27/2024 14:55,1,2,1,2,1,2,1,1,1,2,2,14,2,4.041,0.8,12/27/2024 14:35,0,A206
12/27/2024 15:01,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/27/2024 14:55,1,A206
12/27/2024 15:21,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/27/2024 15:01,0,A206
12/27/2024 15:41,1,1,1,1,1,1,1,1,1,2,1,11,0.5,0.577,0.2,12/27/2024 15:21,0,A206
12/27/2024 16:01,1,1,1,2,1,2,1,1,1,2,2,13,1.5,2.887,0.6,12/27/2024 15:41,0,A206
12/27/2024 16:21,1,2,1,2,1,2,1,2,1,2,2,15,2.5,5.196,1,12/27/2024 16:01,0,A206
12/27/2024 16:41,1,2,1,2,1,2,1,2,1,2,2,15,2.5,5.196,1,12/27/2024 16:21,0,A206
12/27/2024 17:01,1,2,1,2,1,2,1,2,1,2,2,15,2.5,5.196,1,12/27/2024 16:41,0,A206
12/27/2024 17:06,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/27/2024 17:01,1,A206
12/27/2024 17:26,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/27/2024 17:06,0,A206
12/27/2024 17:46,1,1,1,2,1,2,1,2,1,2,1,14,2,4.041,0.8,12/27/2024 17:26,0,A206
12/27/2024 18:06,1,2,1,2,1,2,1,2,1,2,2,15,2.5,5.196,1,12/27/2024 17:46,0,A206
12/27/2024 18:26,1,2,1,2,1,2,1,2,1,2,2,15,2.5,5.196,1,12/27/2024 18:06,0,A206
12/27/2024 18:47,1,2,1,2,1,2,1,2,1,2,2,15,2.5,5.196,1,12/27/2024 18:26,0,A206
12/27/2024 19:06,1,2,1,2,1,2,1,2,1,2,2,15,2.5,5.196,1,12/27/2024 18:47,0,A206
12/23/2024 12:58,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.855,0,,0,A205
12/23/2024 13:18,1,1,1,1,1,1,1,1,1,1,2,10,0,-0.855,0,12/23/2024 12:58,0,A205
12/23/2024 13:38,1,1,1,1,1,1,1,1,2,2,2,12,0.4,0.122,0.069,12/23/2024 13:18,0,A205
12/23/2024 13:59,2,1,1,1,2,2,2,2,1,1,2,15,1,1.588,0.172,12/23/2024 13:38,0,A205
12/23/2024 14:19,1,2,2,2,1,1,2,2,1,1,2,15,1,1.588,0.172,12/23/2024 13:59,0,A205
12/23/2024 14:40,1,1,2,2,2,2,2,2,2,3,2,19,1.8,3.543,0.31,12/23/2024 14:19,0,A205
12/23/2024 14:59,2,2,3,3,2,2,3,3,3,4,3,27,3.4,7.452,0.586,12/23/2024 14:40,0,A205
12/23/2024 15:07,2,2,3,3,2,2,3,3,3,4,3,27,3.4,7.452,0.586,12/23/2024 14:59,1,A205
12/23/2024 15:27,2,3,3,3,3,3,2,2,3,4,2,28,3.6,7.941,0.621,12/23/2024 15:07,0,A205
12/23/2024 15:47,2,2,3,3,2,2,3,3,3,4,3,27,3.4,7.452,0.586,12/23/2024 15:27,0,A205
12/23/2024 16:07,2,2,3,3,3,3,3,3,3,4,3,29,3.8,8.43,0.655,12/23/2024 15:47,0,A205
12/23/2024 16:27,3,3,3,3,3,3,3,3,3,4,3,31,4.2,9.407,0.724,12/23/2024 16:07,0,A205
12/23/2024 16:48,3,3,3,3,3,3,3,3,3,4,3,31,4.2,9.407,0.724,12/23/2024 16:27,0,A205
12/23/2024 17:07,3,3,3,3,3,3,3,3,3,4,3,31,4.2,9.407,0.724,12/23/2024 16:48,0,A205
12/23/2024 17:13,3,3,3,3,3,3,3,3,3,4,3,31,4.2,9.407,0.724,12/23/2024 17:07,1,A205
12/23/2024 17:34,3,3,3,3,3,3,3,3,3,4,3,31,4.2,9.407,0.724,12/23/2024 17:13,0,A205
12/23/2024 17:54,4,3,3,3,3,3,3,3,3,4,4,32,4.4,9.896,0.759,12/23/2024 17:34,0,A205
12/23/2024 18:14,4,3,3,3,4,4,3,3,3,4,4,34,4.8,10.873,0.828,12/23/2024 17:54,0,A205
12/23/2024 18:34,4,3,3,3,4,4,3,3,3,4,4,34,4.8,10.873,0.828,12/23/2024 18:14,0,A205
12/23/2024 18:54,4,4,3,3,4,4,3,3,3,4,4,35,5,11.362,0.862,12/23/2024 18:34,0,A205
12/23/2024 19:14,5,4,3,3,5,5,3,3,3,5,5,39,5.8,13.316,1,12/23/2024 18:54,0,A205
12/23/2024 12:26,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,,0,A204
12/23/2024 12:45,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/23/2024 12:26,0,A204
12/23/2024 13:06,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.577,0,12/23/2024 12:45,0,A204
12/23/2024 13:26,1,1,1,1,2,2,2,2,1,1,2,14,1,1.732,0.118,12/23/2024 13:06,0,A204
12/23/2024 13:45,2,3,2,2,1,1,1,1,1,1,2,15,1.25,2.309,0.147,12/23/2024 13:26,0,A204
12/23/2024 14:06,2,2,2,2,3,3,1,1,1,1,2,18,2,4.041,0.235,12/23/2024 13:45,0,A204
12/23/2024 14:26,1,3,2,2,3,2,1,1,1,1,3,17,1.75,3.464,0.206,12/23/2024 14:06,0,A204
12/23/2024 14:33,1,2,2,2,2,2,1,1,1,1,2,15,1.25,2.309,0.147,12/23/2024 14:26,1,A204
12/23/2024 14:52,1,2,2,2,3,3,1,1,1,1,2,17,1.75,3.464,0.206,12/23/2024 14:33,0,A204
12/23/2024 15:13,1,3,3,3,4,4,2,2,1,1,4,24,3.5,7.506,0.412,12/23/2024 14:52,0,A204
12/23/2024 15:33,2,3,4,4,5,5,2,2,2,2,4,31,5.25,11.547,0.618,12/23/2024 15:13,0,A204
12/23/2024 15:53,2,4,3,3,5,5,3,3,2,2,4,32,5.5,12.124,0.647,12/23/2024 15:33,0,A204
12/23/2024 16:13,3,4,4,4,5,5,3,3,2,2,5,35,6.25,13.856,0.735,12/23/2024 15:53,0,A204
12/23/2024 16:33,3,5,4,4,5,5,3,3,2,2,5,36,6.5,14.434,0.765,12/23/2024 16:13,0,A204
12/23/2024 16:38,3,4,4,4,4,4,3,3,2,2,4,33,5.75,12.702,0.676,12/23/2024 16:33,1,A204
12/23/2024 16:59,4,5,4,4,5,5,3,3,2,2,4,37,6.75,15.011,0.794,12/23/2024 16:38,0,A204
12/23/2024 17:18,4,5,4,4,5,5,3,3,2,2,4,37,6.75,15.011,0.794,12/23/2024 16:59,0,A204
12/23/2024 17:39,4,5,4,4,5,5,3,3,2,2,5,37,6.75,15.011,0.794,12/23/2024 17:18,0,A204
12/23/2024 17:58,4,5,5,5,5,5,3,3,2,2,5,39,7.25,16.166,0.853,12/23/2024 17:39,0,A204
12/23/2024 18:19,5,5,5,5,6,6,4,4,2,2,6,44,8.5,19.053,1,12/23/2024 17:58,0,A204
12/23/2024 18:38,5,5,5,5,5,5,4,4,3,3,5,44,8.5,19.053,1,12/23/2024 18:19,0,A204
12/23/2024 12:37,4,4,3,3,3,3,3,3,3,3,3,32,0.917,0.911,0.923,,0,A203
12/23/2024 12:57,4,4,3,4,3,3,3,3,3,3,4,33,1,1.085,1,12/23/2024 12:37,0,A203
12/23/2024 13:17,3,2,2,2,2,2,2,2,2,2,2,21,0,-0.998,0.077,12/23/2024 12:57,0,A203
12/23/2024 13:36,3,2,2,2,2,2,2,2,2,2,2,21,0,-0.998,0.077,12/23/2024 13:17,0,A203
12/23/2024 13:56,3,2,2,2,2,2,2,2,2,2,3,21,0,-0.998,0.077,12/23/2024 13:36,0,A203
12/23/2024 14:17,3,2,2,2,2,2,2,2,3,3,2,23,0.167,-0.651,0.231,12/23/2024 13:56,0,A203
12/23/2024 14:35,3,2,2,2,2,2,2,2,3,3,2,23,0.167,-0.651,0.231,12/23/2024 14:17,0,A203
12/23/2024 14:42,2,2,2,2,2,2,2,2,2,2,2,20,-0.083,-1.172,0,12/23/2024 14:35,1,A203
12/23/2024 15:01,3,2,2,2,2,2,2,2,2,2,2,21,0,-0.998,0.077,12/23/2024 14:42,0,A203
12/23/2024 15:21,2,2,2,2,2,2,2,2,2,2,2,20,-0.083,-1.172,0,12/23/2024 15:01,0,A203
12/23/2024 15:41,3,2,3,3,3,3,2,2,2,2,2,25,0.333,-0.304,0.385,12/23/2024 15:21,0,A203
12/23/2024 16:01,2,2,2,2,3,3,2,2,2,2,2,22,0.083,-0.825,0.154,12/23/2024 15:41,0,A203
12/23/2024 16:21,2,2,2,2,3,3,2,2,2,2,2,22,0.083,-0.825,0.154,12/23/2024 16:01,0,A203
12/23/2024 16:40,2,2,2,2,3,3,2,2,2,2,2,22,0.083,-0.825,0.154,12/23/2024 16:21,0,A203
12/23/2024 16:45,2,2,2,2,2,2,2,2,2,2,2,20,-0.083,-1.172,0,12/23/2024 16:40,1,A203
12/23/2024 17:05,2,2,2,2,3,3,2,2,2,2,2,22,0.083,-0.825,0.154,12/23/2024 16:45,0,A203
12/23/2024 17:25,3,3,3,3,3,3,2,2,2,2,3,26,0.417,-0.13,0.462,12/23/2024 17:05,0,A203
12/23/2024 17:45,1,3,2,2,3,3,3,3,3,3,3,26,0.417,-0.13,0.462,12/23/2024 17:25,0,A203
12/23/2024 18:05,2,3,3,3,3,3,3,3,3,3,3,29,0.667,0.391,0.692,12/23/2024 17:45,0,A203
12/23/2024 18:25,2,2,3,3,4,3,2,2,2,2,2,25,0.333,-0.304,0.385,12/23/2024 18:05,0,A203
12/23/2024 18:45,2,3,3,3,3,3,2,2,2,2,2,25,0.333,-0.304,0.385,12/23/2024 18:25,0,A203
12/17/2024 13:11,1,1,1,1,1,1,1,1,1,1,1,10,0,-0.988,0,,0,A202
12/17/2024 13:32,1,1,2,1,1,1,1,1,1,1,1,11,0.167,-0.549,0.034,12/17/2024 13:11,0,A202
12/17/2024 13:57,1,1,2,2,1,1,1,1,1,1,1,12,0.333,-0.11,0.069,12/17/2024 13:32,0,A202
12/17/2024 14:12,1,2,2,2,3,2,1,1,1,1,2,16,1,1.646,0.207,12/17/2024 13:57,0,A202
12/17/2024 14:32,1,2,4,4,4,3,1,1,2,2,3,24,2.333,5.159,0.483,12/17/2024 14:12,0,A202
12/17/2024 14:56,3,3,5,5,5,5,3,3,2,2,5,36,4.333,10.428,0.897,12/17/2024 14:32,0,A202
12/17/2024 15:11,3,3,6,6,6,6,2,3,2,2,5,39,4.833,11.745,1,12/17/2024 14:56,0,A202
12/17/2024 15:17,2,2,2,2,2,2,1,1,1,1,2,16,1,1.646,0.207,12/17/2024 15:11,1,A202
12/17/2024 15:37,2,2,2,2,2,2,2,2,2,2,2,20,1.667,3.403,0.345,12/17/2024 15:17,0,A202
12/17/2024 15:57,2,2,2,2,3,3,2,2,2,2,2,22,2,4.281,0.414,12/17/2024 15:37,0,A202
12/17/2024 16:17,2,2,4,4,4,4,2,2,2,2,4,28,3,6.915,0.621,12/17/2024 15:57,0,A202
12/17/2024 16:38,2,2,4,4,5,5,2,2,2,2,4,30,3.333,7.793,0.69,12/17/2024 16:17,0,A202
12/17/2024 17:00,2,3,4,4,5,5,2,3,2,2,4,32,3.667,8.671,0.759,12/17/2024 16:38,0,A202
12/17/2024 17:17,2,3,4,4,5,5,2,3,2,2,4,32,3.667,8.671,0.759,12/17/2024 17:00,0,A202
12/17/2024 17:23,2,2,2,2,2,2,1,1,1,1,2,16,1,1.646,0.207,12/17/2024 17:17,1,A202
12/17/2024 17:43,2,2,3,3,4,3,3,3,2,2,3,27,2.833,6.476,0.586,12/17/2024 17:23,0,A202
12/17/2024 18:03,2,3,3,3,4,5,2,3,2,2,3,29,3.167,7.354,0.655,12/17/2024 17:43,0,A202
12/17/2024 18:23,2,3,4,4,5,5,2,3,2,3,4,33,3.833,9.11,0.793,12/17/2024 18:03,0,A202
12/17/2024 18:43,2,4,4,4,5,5,3,4,3,3,4,37,4.5,10.867,0.931,12/17/2024 18:23,0,A202
12/17/2024 19:03,2,3,4,4,5,5,3,3,2,3,4,34,4,9.549,0.828,12/17/2024 18:43,0,A202
